"";"Tipo";"pH";"Sulfatos";"Alcohol";"Tonalidad";"Calidad";"Precio"
"2904";"Blanco";2,95;0,75;9,3;"Verdoso";5;2,53
"2905";"Blanco";3,33;0,49;10,7;"Dorado";7;5,86
"2906";"Blanco";3,13;0,49;12,8;"Ocre";8;5,24
"2907";"Blanco";2,98;0,62;9,5;"Verdoso";5;3,23
"2908";"Blanco";3,02;0,45;10,4;"Dorado";6;5,3
"2909";"Blanco";3,02;0,61;10,3;"Dorado";6;5,36
"2910";"Blanco";3,46;0,39;9,9;"Verdoso";6;3,59
"2911";"Blanco";3,23;0,5;10,7;"Dorado";6;3,16
"2912";"Blanco";2,94;0,43;10,5;"Dorado";5;3,88
"2913";"Blanco";3,08;0,48;9,6;"Verdoso";5;2,4
"2914";"Blanco";3,15;0,46;9,3;"Verdoso";6;3,18
"2915";"Blanco";3,1;0,46;10;"Dorado";6;3,66
"2917";"Blanco";3,32;0,62;10,8;"Dorado";5;4,54
"2918";"Blanco";3,54;0,51;10,3;"Dorado";6;3,86
"2920";"Blanco";3,04;0,74;12,8;"Ocre";6;4,9
"2921";"Blanco";3,23;0,43;13,2;"Ocre";6;6,52
"2922";"Blanco";3,54;0,56;10,1;"Dorado";6;4,14
"2924";"Blanco";3,25;0,62;10,8;"Dorado";6;4,36
"2925";"Blanco";3,2;0,52;12,8;"Ocre";7;5,48
"2926";"Blanco";3,12;0,36;9,2;"Verdoso";6;3,77
"2927";"Blanco";3,12;0,44;10,5;"Dorado";6;5,4
"2929";"Blanco";2,85;0,46;9,5;"Verdoso";5;3,11
"2930";"Blanco";2,85;0,45;9,5;"Verdoso";5;3,47
"2932";"Blanco";3,15;0,51;9,3;"Verdoso";7;4,86
"2933";"Blanco";3,09;0,75;12,6;"Ocre";8;6,63
"2934";"Blanco";3,21;0,34;12,4;"Ocre";6;5,65
"2935";"Blanco";3,65;0,72;10,1;"Dorado";6;4,16
"2937";"Blanco";3,29;0,52;10;"Dorado";5;4,02
"2938";"Blanco";3,29;0,52;10;"Dorado";5;4,15
"2939";"Blanco";2,99;0,39;10,8;"Dorado";6;4,89
"2940";"Blanco";3,27;0,33;10;"Dorado";6;4,5
"2941";"Blanco";3,04;0,33;10,4;"Dorado";5;4,62
"2942";"Blanco";2,99;0,39;10,8;"Dorado";6;4,82
"2943";"Blanco";3,51;0,47;9,8;"Verdoso";6;4,31
"2944";"Blanco";3,26;0,4;12,2;"Ocre";8;5,99
"2945";"Blanco";3,39;0,48;12,7;"Ocre";8;5,05
"2946";"Blanco";3,21;0,35;12,2;"Ocre";7;6,32
"2949";"Blanco";2,96;0,28;10,4;"Dorado";4;2,28
"2950";"Blanco";3,29;0,67;12,8;"Ocre";7;6,67
"2951";"Blanco";3,28;0,39;12,7;"Ocre";7;6,49
"2952";"Blanco";3,65;0,72;10,1;"Dorado";6;4,34
"2953";"Blanco";3,29;0,52;10;"Dorado";5;4,28
"2954";"Blanco";3,43;0,41;9;"Verdoso";5;3,35
"2957";"Blanco";3,15;0,44;9,3;"Verdoso";6;3
"2958";"Blanco";3,28;0,46;12;"Ocre";8;6,54
"2959";"Blanco";3,36;0,54;10,8;"Dorado";7;5,52
"2960";"Blanco";3,52;0,37;10,5;"Dorado";6;4,72
"2961";"Blanco";3,59;0,43;10,6;"Dorado";7;4,58
"2963";"Blanco";3,22;0,38;9,5;"Verdoso";4;2,92
"2965";"Blanco";3,33;0,33;10,1;"Dorado";7;5,46
"2966";"Blanco";3,25;0,43;10,9;"Dorado";6;5,53
"2969";"Blanco";2,9;0,49;9,3;"Verdoso";5;2,32
"2970";"Blanco";3,25;0,4;10,4;"Dorado";6;5,37
"2971";"Blanco";3,1;0,38;12;"Ocre";7;6,07
"2972";"Blanco";2,87;0,68;9,5;"Verdoso";6;3,34
"2973";"Blanco";2,87;0,68;9,5;"Verdoso";6;3,85
"2974";"Blanco";3,14;0,38;12,4;"Ocre";7;5,44
"2979";"Blanco";3,1;0,42;10,4;"Dorado";6;3,7
"2980";"Blanco";3,38;0,35;12;"Ocre";7;6,05
"2981";"Blanco";3,54;0,61;12,3;"Ocre";7;5
"2982";"Blanco";3,12;0,35;9,1;"Verdoso";6;3,37
"2983";"Blanco";3,24;0,33;10,5;"Dorado";6;4,31
"2985";"Blanco";3,77;0,64;9,5;"Verdoso";5;2,9
"2986";"Blanco";3,42;0,9;13,7;"Ocre";7;5,32
"2987";"Blanco";3,28;0,51;13,4;"Ocre";6;6,36
"2989";"Blanco";3,06;0,34;10;"Dorado";6;4,31
"2990";"Blanco";3,49;0,42;10,1;"Dorado";6;3,02
"2991";"Blanco";3,26;0,42;12,2;"Ocre";6;4,06
"2992";"Blanco";3,28;0,51;13,4;"Ocre";6;5,81
"2993";"Blanco";3,31;0,42;9,3;"Verdoso";6;4,63
"2994";"Blanco";3,42;0,9;13,7;"Ocre";7;6,09
"2995";"Blanco";3,09;0,46;12,3;"Ocre";7;5,9
"3001";"Blanco";3,17;0,52;9,3;"Verdoso";6;5,04
"3003";"Blanco";3,34;0,64;10,9;"Dorado";8;5,04
"3005";"Blanco";3,15;0,35;10,2;"Dorado";4;3,01
"3006";"Blanco";3,01;0,38;10,5;"Dorado";8;6,72
"3009";"Blanco";3,14;0,41;10,6;"Dorado";6;3,24
"3012";"Blanco";3,25;0,79;12,3;"Ocre";8;5,82
"3013";"Blanco";3,14;0,41;10,8;"Dorado";6;5,77
"3015";"Blanco";3,36;0,36;9,3;"Verdoso";5;3,03
"3016";"Blanco";3,36;0,6;10;"Dorado";6;4,73
"3018";"Blanco";3,13;0,55;10,2;"Dorado";5;3,71
"3019";"Blanco";3,07;0,4;10,8;"Dorado";7;4,3
"3020";"Blanco";3,1;0,34;10,1;"Dorado";4;3,35
"3022";"Blanco";3,32;0,47;9,1;"Verdoso";5;3,5
"3023";"Blanco";3,06;0,43;10;"Dorado";4;2,04
"3024";"Blanco";3,14;0,41;10,8;"Dorado";6;4,07
"3026";"Blanco";3,05;0,34;12,7;"Ocre";6;5,17
"3028";"Blanco";3;0,68;10,4;"Dorado";7;5,76
"3029";"Blanco";3,3;0,46;9,6;"Verdoso";5;2,7
"3030";"Blanco";3;0,31;10,1;"Dorado";4;2,18
"3031";"Blanco";3,3;0,46;9,6;"Verdoso";5;2,47
"3032";"Blanco";3,1;0,49;12,1;"Ocre";7;6,27
"3033";"Blanco";3,07;0,33;12,2;"Ocre";6;5,8
"3035";"Blanco";3,17;0,5;9,6;"Verdoso";5;2,59
"3036";"Blanco";2,99;0,7;9,2;"Verdoso";5;3,22
"3037";"Blanco";3;0,68;10,4;"Dorado";7;4,33
"3038";"Blanco";3,23;0,34;9,5;"Verdoso";5;2,74
"3041";"Blanco";3,16;0,35;10,5;"Dorado";5;4,35
"3042";"Blanco";3,08;0,34;9,4;"Verdoso";5;3,07
"3043";"Blanco";3,24;0,4;12,2;"Ocre";6;5,95
"3045";"Blanco";3,25;0,42;12,2;"Ocre";6;5,28
"3046";"Blanco";3,38;0,42;12,2;"Ocre";6;5,8
"3051";"Blanco";3,01;0,42;9,3;"Verdoso";5;2,46
"3054";"Blanco";2,99;0,54;9,2;"Verdoso";5;2,84
"3055";"Blanco";3;0,81;9,2;"Verdoso";5;3,33
"3056";"Blanco";3,38;0,42;12,2;"Ocre";6;5,91
"3057";"Blanco";3,25;0,42;12,2;"Ocre";6;5,13
"3058";"Blanco";3,31;0,41;12,2;"Ocre";6;4,94
"3059";"Blanco";3,24;0,42;10,6;"Dorado";6;4,45
"3060";"Blanco";3,28;0,4;12,4;"Ocre";6;4,11
"3061";"Blanco";3,56;0,44;10,8;"Dorado";6;4,81
"3064";"Blanco";3,16;0,27;12,7;"Ocre";8;6,12
"3065";"Blanco";3,46;0,53;10,2;"Dorado";5;5,34
"3067";"Blanco";3,13;0,39;12,3;"Ocre";7;5,52
"3068";"Blanco";3,19;0,39;9,8;"Verdoso";5;2,44
"3069";"Blanco";3,01;0,42;9,3;"Verdoso";5;2,12
"3073";"Blanco";3,21;0,48;10,8;"Dorado";6;5,58
"3074";"Blanco";2,99;0,48;9,5;"Verdoso";4;3,39
"3075";"Blanco";3,46;0,44;10,2;"Dorado";6;5,05
"3076";"Blanco";3,22;0,36;10,7;"Dorado";5;3,28
"3077";"Blanco";3,05;0,29;10,8;"Dorado";6;4,93
"3079";"Blanco";3,32;0,49;10,7;"Dorado";6;3,37
"3080";"Blanco";3,46;0,44;10,2;"Dorado";6;3,71
"3081";"Blanco";3,37;0,6;10,1;"Dorado";6;3,83
"3082";"Blanco";3,62;0,81;10,4;"Dorado";6;4,42
"3083";"Blanco";2,99;0,48;9,5;"Verdoso";4;3,2
"3084";"Blanco";3,14;0,5;9,1;"Verdoso";3;2,36
"3085";"Blanco";2,98;0,39;10,6;"Dorado";6;3,86
"3086";"Blanco";3,3;0,7;9,4;"Verdoso";6;3,21
"3087";"Blanco";3,51;0,45;9,8;"Verdoso";6;4,5
"3088";"Blanco";3,18;0,54;9,5;"Verdoso";6;5,1
"3089";"Blanco";2,99;0,41;9,3;"Verdoso";5;2,79
"3090";"Blanco";3,55;0,45;10,3;"Dorado";6;3,7
"3092";"Blanco";3,14;0,48;10;"Dorado";5;4,54
"3093";"Blanco";3,13;0,38;12,3;"Ocre";8;6,98
"3094";"Blanco";3,14;0,38;12,4;"Ocre";8;5,59
"3095";"Blanco";3,13;0,38;12,3;"Ocre";7;5,38
"3096";"Blanco";3,41;0,32;10,4;"Dorado";5;4,51
"3097";"Blanco";3,13;0,48;12,1;"Ocre";7;6,3
"3098";"Blanco";3,16;0,42;12,5;"Ocre";6;4,81
"3099";"Blanco";3,22;0,6;13;"Ocre";6;4,65
"3101";"Blanco";3,05;0,37;10,1;"Dorado";5;4,33
"3102";"Blanco";3,13;0,36;9,2;"Verdoso";5;2,68
"3103";"Blanco";3,27;0,34;12,6;"Ocre";7;6,4
"3104";"Blanco";3,26;0,38;12,2;"Ocre";8;5,35
"3105";"Blanco";3,04;0,49;9,8;"Verdoso";7;4,56
"3107";"Blanco";3,22;0,64;10;"Dorado";6;4,97
"3108";"Blanco";3,55;0,44;9,8;"Verdoso";6;5,12
"3109";"Blanco";3,16;0,47;10,5;"Dorado";5;3,59
"3110";"Blanco";3,23;0,48;10;"Dorado";5;4,41
"3115";"Blanco";3,14;0,77;10,5;"Dorado";6;5,24
"3116";"Blanco";3,02;0,33;10,6;"Dorado";6;5,16
"3117";"Blanco";3,02;0,33;10,6;"Dorado";6;4,63
"3118";"Blanco";3,04;0,34;12;"Ocre";6;5,29
"3119";"Blanco";3,05;0,37;10,1;"Dorado";5;3,7
"3120";"Blanco";3,05;0,37;10,1;"Dorado";6;3,1
"3121";"Blanco";3,13;0,36;9,2;"Verdoso";5;2,14
"3123";"Blanco";3,34;0,49;10;"Dorado";6;5,13
"3133";"Blanco";3,24;0,54;10,8;"Dorado";6;4,43
"3134";"Blanco";3,38;0,67;9;"Verdoso";6;3,11
"3135";"Blanco";3,03;0,4;10,3;"Dorado";6;4,54
"3136";"Blanco";2,91;0,32;9,9;"Verdoso";5;2
"3137";"Blanco";3,13;0,41;10;"Dorado";6;4,03
"3138";"Blanco";3,21;0,42;9,8;"Verdoso";6;4,07
"3139";"Blanco";3,24;0,54;10,8;"Dorado";6;4,34
"3140";"Blanco";3,38;0,67;9;"Verdoso";6;3,96
"3141";"Blanco";3,16;0,32;9,1;"Verdoso";4;3,07
"3142";"Blanco";3,23;0,57;10,6;"Dorado";6;3,11
"3143";"Blanco";3,2;0,72;10,6;"Dorado";6;5,33
"3144";"Blanco";2,91;0,32;9,9;"Verdoso";5;2,8
"3145";"Blanco";3,18;0,47;10,6;"Dorado";6;3,28
"3146";"Blanco";3,13;0,45;9,9;"Verdoso";6;3,12
"3147";"Blanco";3,12;0,45;9,9;"Verdoso";6;5,04
"3148";"Blanco";3,34;0,59;12,8;"Ocre";6;5,08
"3149";"Blanco";3,03;0,4;10,3;"Dorado";6;4,79
"3150";"Blanco";3,18;0,48;10,6;"Dorado";6;3,31
"3152";"Blanco";3,32;0,44;12,6;"Ocre";7;6,15
"3155";"Blanco";3,45;0,57;10,7;"Dorado";7;4,66
"3156";"Blanco";3,08;0,58;9,6;"Verdoso";6;3,93
"3157";"Blanco";3,18;0,48;10,6;"Dorado";6;4,5
"3158";"Blanco";3,27;0,57;9;"Verdoso";4;2,19
"3159";"Blanco";2,96;0,33;10,5;"Dorado";4;3,45
"3160";"Blanco";3,29;0,52;12,8;"Ocre";6;5,48
"3161";"Blanco";3,15;0,46;10,1;"Dorado";5;4,84
"3162";"Blanco";3,3;0,33;12,2;"Ocre";7;6,09
"3163";"Blanco";3,29;0,52;12,8;"Ocre";6;4,72
"3164";"Blanco";3,15;0,46;10,1;"Dorado";5;5,14
"3165";"Blanco";3,14;0,51;10,1;"Dorado";6;3,54
"3166";"Blanco";3,06;0,41;9,2;"Verdoso";5;2,57
"3167";"Blanco";3,33;0,44;9,9;"Verdoso";5;3,45
"3168";"Blanco";3,52;0,58;9,7;"Verdoso";6;5,36
"3169";"Blanco";3,21;0,46;9,9;"Verdoso";5;2,33
"3170";"Blanco";3,21;0,45;9,9;"Verdoso";5;2,57
"3171";"Blanco";3,52;0,58;9,7;"Verdoso";6;3,45
"3172";"Blanco";3,54;0,5;10,3;"Dorado";6;4,69
"3173";"Blanco";3,16;0,35;10,3;"Dorado";5;3,13
"3174";"Blanco";2,88;0,34;10,5;"Dorado";4;3,05
"3175";"Blanco";3,63;0,76;10,5;"Dorado";6;3,28
"3176";"Blanco";3,32;0,44;9,8;"Verdoso";6;3,68
"3177";"Blanco";3,31;0,58;10,6;"Dorado";4;3,09
"3178";"Blanco";3,58;0,68;10,1;"Dorado";5;3,23
"3179";"Blanco";3,22;0,53;9;"Verdoso";4;2,53
"3180";"Blanco";3,18;0,45;9,5;"Verdoso";5;2,36
"3183";"Blanco";3,58;0,68;10,1;"Dorado";5;5,41
"3184";"Blanco";3,21;0,42;9,2;"Verdoso";6;3,6
"3186";"Blanco";3,11;0,46;9,8;"Verdoso";5;2,15
"3187";"Blanco";3,21;0,42;9,2;"Verdoso";6;4,62
"3190";"Blanco";3,08;0,82;12,3;"Ocre";6;5,23
"3191";"Blanco";3,34;0,44;10,4;"Dorado";6;5,46
"3192";"Blanco";3,13;0,41;10,7;"Dorado";6;3,7
"3193";"Blanco";3,13;0,59;10,5;"Dorado";6;3,13
"3194";"Blanco";2,95;0,4;9,4;"Verdoso";6;4,29
"3195";"Blanco";3,24;0,43;9,2;"Verdoso";6;4,08
"3197";"Blanco";3,24;0,43;9,2;"Verdoso";6;3,86
"3198";"Blanco";3,27;0,39;9,9;"Verdoso";6;4,13
"3200";"Blanco";2,95;0,4;9,4;"Verdoso";6;3,82
"3201";"Blanco";3,08;0,52;10,7;"Dorado";6;3,3
"3202";"Blanco";3,28;0,36;12,7;"Ocre";5;3,82
"3203";"Blanco";3,32;0,5;13,5;"Ocre";7;6,15
"3204";"Blanco";3,24;0,35;9,5;"Verdoso";5;3,5
"3205";"Blanco";3,37;0,42;12,9;"Ocre";9;6,96
"3206";"Blanco";3,07;0,46;12,5;"Ocre";6;4,54
"3207";"Blanco";3,34;0,38;9,5;"Verdoso";7;4,17
"3209";"Blanco";3,09;0,46;10;"Dorado";7;4,57
"3210";"Blanco";3,07;0,46;12,5;"Ocre";6;4,59
"3211";"Blanco";3,12;0,34;10,1;"Dorado";6;4,29
"3213";"Blanco";3,26;0,4;10,6;"Dorado";7;4,62
"3214";"Blanco";3,14;0,34;10,8;"Dorado";5;3,67
"3215";"Blanco";3,4;0,47;10,7;"Dorado";6;5,06
"3216";"Blanco";3,09;0,4;9;"Verdoso";6;5,14
"3217";"Blanco";3,22;0,52;9,2;"Verdoso";6;4,08
"3221";"Blanco";3,13;0,34;9,4;"Verdoso";5;3,03
"3223";"Blanco";3,36;0,36;9,4;"Verdoso";6;4,47
"3224";"Blanco";3,09;0,51;10,5;"Dorado";7;4,8
"3225";"Blanco";3,38;0,53;9,7;"Verdoso";6;3,33
"3226";"Blanco";3,31;0,44;10,2;"Dorado";6;4,23
"3227";"Blanco";3,13;0,34;9,4;"Verdoso";5;2,02
"3229";"Blanco";2,94;0,31;9,6;"Verdoso";6;5,25
"3232";"Blanco";3,41;0,58;12,2;"Ocre";8;6,31
"3234";"Blanco";3,03;0,52;9,2;"Verdoso";6;4,35
"3235";"Blanco";3,26;0,45;10,2;"Dorado";6;3,77
"3236";"Blanco";3,21;0,33;10;"Dorado";5;3,02
"3237";"Blanco";3,13;0,48;9,7;"Verdoso";6;3,34
"3238";"Blanco";2,96;0,51;9,2;"Verdoso";5;2,19
"3239";"Blanco";3,1;0,39;10,5;"Dorado";5;4,89
"3240";"Blanco";3,21;0,33;10;"Dorado";5;5,41
"3241";"Blanco";3,27;0,52;10,1;"Dorado";6;3,8
"3242";"Blanco";3,42;0,36;9,1;"Verdoso";7;4,44
"3243";"Blanco";3,09;0,57;10,2;"Dorado";7;5,27
"3244";"Blanco";3,42;0,36;9,1;"Verdoso";7;4,87
"3245";"Blanco";3,17;0,59;10,5;"Dorado";7;4,04
"3246";"Blanco";3,27;0,52;10,1;"Dorado";6;3,07
"3247";"Blanco";3,05;0,28;12,1;"Ocre";7;6,69
"3248";"Blanco";3,4;0,59;10,2;"Dorado";5;4,51
"3249";"Blanco";3,65;0,52;9,4;"Verdoso";4;2,71
"3250";"Blanco";3,08;0,67;12,8;"Ocre";7;5,12
"3251";"Blanco";3,12;0,58;9;"Verdoso";6;5,3
"3252";"Blanco";3,24;0,36;10,9;"Dorado";4;2,69
"3254";"Blanco";3,11;0,38;9;"Verdoso";5;2,99
"3255";"Blanco";3,09;0,59;10,2;"Dorado";5;5,44
"3256";"Blanco";3,19;0,48;9,2;"Verdoso";5;2,58
"3259";"Blanco";3,16;0,4;9,3;"Verdoso";5;2,46
"3260";"Blanco";3,17;0,45;9,4;"Verdoso";6;3,72
"3261";"Blanco";3,23;0,4;10,3;"Dorado";6;3,03
"3262";"Blanco";2,92;0,42;10,8;"Dorado";7;5,92
"3264";"Blanco";3,27;0,58;9;"Verdoso";4;2,5
"3266";"Blanco";3,25;0,43;10,8;"Dorado";5;4,49
"3268";"Blanco";3,12;0,38;10,5;"Dorado";7;5,07
"3269";"Blanco";3,14;0,44;9,9;"Verdoso";6;3,87
"3270";"Blanco";3,2;0,56;9,8;"Verdoso";6;3,44
"3272";"Blanco";3,2;0,38;9,3;"Verdoso";5;2,09
"3273";"Blanco";3,2;0,38;9,3;"Verdoso";5;2,02
"3274";"Blanco";3,3;0,44;10,3;"Dorado";6;5,48
"3278";"Blanco";3,36;0,45;10,4;"Dorado";6;4,86
"3279";"Blanco";3,33;0,43;10,1;"Dorado";5;3,22
"3280";"Blanco";3,22;0,55;9;"Verdoso";5;2,1
"3282";"Blanco";3,12;0,38;9;"Verdoso";7;4,23
"3283";"Blanco";3,12;0,38;9;"Verdoso";7;3,55
"3284";"Blanco";3,06;0,44;9,1;"Verdoso";7;3,54
"3285";"Blanco";3,12;0,38;9;"Verdoso";7;5,21
"3286";"Blanco";3,46;0,72;10;"Dorado";5;4,62
"3287";"Blanco";3,06;0,44;9,1;"Verdoso";7;3,51
"3288";"Blanco";3,55;0,63;9,4;"Verdoso";3;3,18
"3290";"Blanco";3,11;0,45;9,7;"Verdoso";4;2,52
"3291";"Blanco";3,12;0,38;9;"Verdoso";7;5,02
"3293";"Blanco";3,25;0,41;10,2;"Dorado";5;4,23
"3294";"Blanco";3,37;0,42;9,2;"Verdoso";6;3,79
"3296";"Blanco";3,08;0,31;10;"Dorado";6;5,2
"3297";"Blanco";3,32;0,37;12,2;"Ocre";6;5,23
"3300";"Blanco";3,44;0,61;10,2;"Dorado";6;4,11
"3301";"Blanco";3,14;0,46;10,3;"Dorado";5;3,66
"3303";"Blanco";3,16;0,44;9,6;"Verdoso";5;3,5
"3304";"Blanco";3,16;0,45;9,6;"Verdoso";5;2,51
"3306";"Blanco";3,41;0,55;9,9;"Verdoso";6;4,7
"3307";"Blanco";3,45;0,4;9,6;"Verdoso";5;2,25
"3308";"Blanco";3,36;0,6;10,6;"Dorado";4;2,38
"3309";"Blanco";3,44;0,39;9,8;"Verdoso";5;2,73
"3310";"Blanco";3,08;0,47;10,5;"Dorado";5;5,29
"3311";"Blanco";3,24;0,51;10,8;"Dorado";5;4,42
"3312";"Blanco";3,22;0,51;10;"Dorado";6;3,48
"3313";"Blanco";3,3;0,49;10,1;"Dorado";6;3,94
"3314";"Blanco";3,07;0,48;9,4;"Verdoso";5;2,8
"3316";"Blanco";3,26;0,5;10,8;"Dorado";6;4,78
"3317";"Blanco";3,1;0,43;9,9;"Verdoso";6;4,43
"3318";"Blanco";3,16;0,43;9;"Verdoso";4;2,59
"3319";"Blanco";3,38;0,31;9,4;"Verdoso";6;5,13
"3320";"Blanco";3,46;0,44;10,8;"Dorado";7;4,54
"3321";"Blanco";3,5;0,45;10,9;"Dorado";7;4,97
"3322";"Blanco";3,24;0,38;12;"Ocre";6;5,04
"3324";"Blanco";3,47;0,42;10,5;"Dorado";6;3,27
"3325";"Blanco";3,29;0,37;9,3;"Verdoso";6;3,38
"3327";"Blanco";3,48;0,36;10;"Dorado";6;4,84
"3328";"Blanco";3,07;0,48;9,4;"Verdoso";5;3,13
"3330";"Blanco";2,94;0,3;10,4;"Dorado";6;3,1
"3331";"Blanco";3,36;0,37;9,5;"Verdoso";6;3,94
"3334";"Blanco";3,39;0,38;9,6;"Verdoso";6;4,59
"3335";"Blanco";3,29;0,47;12;"Ocre";6;5,6
"3337";"Blanco";3,39;0,38;9,6;"Verdoso";6;3,92
"3338";"Blanco";3,24;0,44;10;"Dorado";5;3,7
"3340";"Blanco";3,14;0,45;9,6;"Verdoso";6;3,95
"3341";"Blanco";3,18;0,32;12,9;"Ocre";6;5,64
"3342";"Blanco";3,14;0,35;9,7;"Verdoso";6;5,15
"3343";"Blanco";3,23;0,51;9,3;"Verdoso";6;4,29
"3344";"Blanco";3,1;0,3;9,1;"Verdoso";5;2,78
"3346";"Blanco";3,14;0,42;9,9;"Verdoso";5;2,02
"3347";"Blanco";3,23;0,51;9,3;"Verdoso";6;4,51
"3348";"Blanco";3,28;0,42;10,9;"Dorado";5;5,41
"3349";"Blanco";3,2;0,43;10,2;"Dorado";6;3,51
"3350";"Blanco";3,11;0,57;9,7;"Verdoso";6;4,17
"3352";"Blanco";3,24;0,54;9,5;"Verdoso";6;3,95
"3353";"Blanco";3,42;0,54;10,2;"Dorado";7;4,35
"3355";"Blanco";3,14;0,35;9,7;"Verdoso";6;3,09
"3356";"Blanco";3,22;0,43;9,3;"Verdoso";5;2,31
"3358";"Blanco";2,8;0,46;10,6;"Dorado";5;3,62
"3359";"Blanco";3,17;0,44;9,3;"Verdoso";5;2,46
"3360";"Blanco";3,31;0,35;10,2;"Dorado";6;5,49
"3361";"Blanco";3,16;0,51;10,2;"Dorado";6;4,77
"3363";"Blanco";3,4;0,5;9,6;"Verdoso";6;5,09
"3364";"Blanco";3,22;0,43;9,3;"Verdoso";5;2,31
"3368";"Blanco";3,17;0,38;10;"Dorado";5;4,51
"3369";"Blanco";3,16;0,56;12,2;"Ocre";7;6,26
"3370";"Blanco";3,04;0,42;10,9;"Dorado";6;5,1
"3371";"Blanco";3,34;0,72;9,5;"Verdoso";6;4,72
"3372";"Blanco";3,04;0,43;10,9;"Dorado";6;4,69
"3373";"Blanco";3,04;0,42;10,9;"Dorado";6;5,54
"3374";"Blanco";3,16;0,4;10,8;"Dorado";6;5,29
"3375";"Blanco";3,24;0,4;12;"Ocre";6;4,16
"3376";"Blanco";3,56;0,47;9,8;"Verdoso";5;2,79
"3377";"Blanco";3,34;0,72;9,5;"Verdoso";6;4,87
"3380";"Blanco";3,24;0,38;9,8;"Verdoso";5;2,45
"3381";"Blanco";3,49;0,44;10,5;"Dorado";4;3,14
"3383";"Blanco";3,27;0,57;10,1;"Dorado";6;3,98
"3387";"Blanco";3,33;0,43;12,1;"Ocre";7;6,28
"3388";"Blanco";3,16;0,34;12;"Ocre";5;3,21
"3389";"Blanco";3,08;0,74;12,1;"Ocre";7;5,9
"3390";"Blanco";3,15;0,46;9,1;"Verdoso";5;2,03
"3391";"Blanco";3,36;0,5;9,3;"Verdoso";5;3,47
"3392";"Blanco";3,2;0,53;10,4;"Dorado";6;4,31
"3393";"Blanco";3,27;0,64;9,1;"Verdoso";5;3,28
"3394";"Blanco";3,32;0,54;9,4;"Verdoso";5;2,84
"3395";"Blanco";3,16;0,47;9,6;"Verdoso";6;5,02
"3396";"Blanco";3,19;0,62;12;"Ocre";5;3,35
"3399";"Blanco";3,39;0,58;9,9;"Verdoso";6;3,24
"3400";"Blanco";3,08;0,4;9,3;"Verdoso";6;3,45
"3401";"Blanco";3,07;0,32;9,5;"Verdoso";5;2,81
"3403";"Blanco";3,39;0,58;9,9;"Verdoso";6;5,07
"3404";"Blanco";3,08;0,4;9,3;"Verdoso";6;5,2
"3405";"Blanco";3,16;0,39;9,4;"Verdoso";5;2,28
"3406";"Blanco";3,15;0,41;9,4;"Verdoso";5;3,32
"3408";"Blanco";3,16;0,39;9,4;"Verdoso";5;2,84
"3410";"Blanco";3,18;0,41;9,9;"Verdoso";6;4,67
"3411";"Blanco";3,15;0,41;9,4;"Verdoso";5;2,87
"3412";"Blanco";3,29;0,37;12,6;"Ocre";6;5,83
"3414";"Blanco";3;0,32;12,8;"Ocre";7;5,35
"3415";"Blanco";3,09;0,53;12;"Ocre";6;4,98
"3416";"Blanco";3,36;0,5;12;"Ocre";7;5,63
"3417";"Blanco";3,19;0,34;9,2;"Verdoso";4;2,31
"3418";"Blanco";3,38;0,44;12,3;"Ocre";6;5,87
"3419";"Blanco";3,19;0,41;13;"Ocre";6;5,58
"3420";"Blanco";3,09;0,53;12;"Ocre";6;4,36
"3421";"Blanco";3,07;0,38;10,9;"Dorado";5;3,29
"3422";"Blanco";3;0,32;12,8;"Ocre";7;6,16
"3423";"Blanco";3,36;0,54;10;"Dorado";6;4,23
"3424";"Blanco";3,22;0,32;9;"Verdoso";5;2,21
"3425";"Blanco";3,42;0,6;10,4;"Dorado";5;3,53
"3426";"Blanco";3,22;0,32;9;"Verdoso";5;2,29
"3427";"Blanco";3,36;0,54;10;"Dorado";6;3,87
"3428";"Blanco";3,36;0,54;10;"Dorado";6;3,21
"3431";"Blanco";3,13;0,51;12;"Ocre";7;6,48
"3433";"Blanco";3,13;0,51;12;"Ocre";7;6,6
"3434";"Blanco";3,6;0,41;10,6;"Dorado";6;3,26
"3435";"Blanco";2,99;0,56;9,3;"Verdoso";5;2,02
"3436";"Blanco";3,04;0,54;9,4;"Verdoso";6;3,79
"3438";"Blanco";3,44;0,55;9,3;"Verdoso";6;3,26
"3439";"Blanco";3,04;0,54;9,4;"Verdoso";6;3,22
"3440";"Blanco";3,42;0,51;10,5;"Dorado";5;3,84
"3442";"Blanco";3,07;0,52;9,5;"Verdoso";6;3,84
"3444";"Blanco";3,29;0,62;12,3;"Ocre";6;5,09
"3445";"Blanco";3,27;0,44;9;"Verdoso";5;2,05
"3446";"Blanco";3,07;0,38;9;"Verdoso";5;3,23
"3447";"Blanco";3,27;0,44;9;"Verdoso";5;2,46
"3448";"Blanco";2,98;0,82;9;"Verdoso";5;2,73
"3451";"Blanco";3,29;0,62;12,3;"Ocre";6;4,66
"3452";"Blanco";3,6;0,67;10,4;"Dorado";7;4,37
"3453";"Blanco";3,28;0,59;10,3;"Dorado";5;3,17
"3454";"Blanco";3,29;0,55;10,5;"Dorado";7;4,36
"3455";"Blanco";3,14;0,45;9,8;"Verdoso";6;3,01
"3456";"Blanco";3,11;0,46;10;"Dorado";4;3,24
